accident_id,date,time,city,latitude,longitude,weather,severity,vehicle_type,cause,casualties,reported_by
A302781,2023-12-29,21:09,Lucknow,25.618389,73.495822,Clear,Minor,Car,Speeding,0,Citizen
A302782,2024-01-08,07:52,Delhi,23.222195,76.822337,Hazy,Minor,Car,Drunk Driving,1,Police
A302783,2022-12-02,15:18,Bengaluru,11.94666,77.480002,Clear,Moderate,Car,Bad Road,0,Police
A302784,2022-09-27,01:48,Mumbai,10.777819,68.729824,Clear,Moderate,Car,Drunk Driving,0,Insurance
A302785,2023-02-22,07:55,Lucknow,8.662672,75.435005,Rain,None,Motorcycle,Speeding,0,Police
A302786,2023-11-19,16:55,Jaipur,17.984363,71.580601,Storm,Minor,Car,Drunk Driving,0,Insurance
A302787,2024-01-07,22:23,Delhi,20.610215,68.355848,Rain,Minor,Car,Speeding,0,Police
A302788,2023-03-10,17:53,Hyderabad,9.525266,68.096731,Clear,Fatal,Bicycle,Weather,0,Citizen
A302789,2025-01-10,01:00,Kolkata,12.854606,71.287573,Fog,Minor,Car,Unknown,0,Police
A302790,2022-08-15,06:36,Surat,15.424756,68.848838,Rain,Minor,Motorcycle,Bad Road,0,Citizen
A302791,2022-06-18,12:48,Delhi,20.272898,69.442404,Rain,Minor,Pedestrian,Mechanical Failure,1,Citizen
A302792,2023-08-02,06:20,Lucknow,20.172037,71.802798,Clear,Moderate,Motorcycle,Unknown,0,Police
A302793,2023-07-26,21:33,Jaipur,19.767393,69.702294,Fog,Minor,Truck,Drunk Driving,1,Police
A302794,2021-06-21,18:26,Kolkata,17.452677,76.489816,Clear,Minor,Motorcycle,Mechanical Failure,0,Police
A302795,2021-09-01,09:27,Kolkata,10.365876,75.434872,Hazy,Minor,Car,Bad Road,0,Insurance
A302796,2022-05-15,22:16,Bengaluru,26.514058,69.420423,Rain,Minor,Truck,Bad Road,1,Citizen
A302797,2021-09-21,06:41,Kolkata,8.508725,70.407585,Clear,Moderate,Car,Speeding,0,Police
A302798,2023-01-16,10:09,Surat,9.378475,70.621388,Rain,Minor,Motorcycle,Weather,0,Police
A302799,2025-04-10,20:11,Delhi,18.297229,71.530653,Clear,Fatal,Car,Bad Road,0,Police
A302800,2023-01-23,06:47,Hyderabad,8.949567,76.86402,Hazy,Minor,Truck,Unknown,0,Police
A302801,2024-07-17,08:50,Kolkata,10.561473,69.031597,Storm,Minor,Motorcycle,Bad Road,0,Police
A302802,2021-06-16,15:09,Chennai,8.718842,70.017067,Clear,Minor,Motorcycle,Bad Road,0,Citizen
A302803,2022-03-02,22:05,Pune,15.921528,73.387703,Clear,Minor,Motorcycle,Speeding,0,Police
A302804,2022-11-21,15:45,Bengaluru,13.687051,73.76076,Clear,Severe,Truck,Unknown,0,Police
A302805,2021-12-31,02:49,Bengaluru,15.39162,72.026798,Storm,Fatal,Bicycle,Speeding,1,Citizen
A302806,2022-10-18,10:36,Chennai,8.525545,68.247116,Rain,Minor,Bicycle,Drunk Driving,0,Citizen
A302807,2025-04-30,12:30,Pune,9.663771,77.687665,Clear,Minor,Bus,Drunk Driving,1,Police
A302808,2023-05-28,11:50,Bengaluru,12.532365,72.581908,Clear,Minor,Car,Drunk Driving,0,Citizen
A302809,2023-02-06,18:22,Lucknow,22.657055,68.753811,Clear,Severe,Bicycle,Mechanical Failure,1,Citizen
A302810,2025-02-24,09:15,Chennai,25.455449,74.38939,Hazy,Minor,Car,Drunk Driving,1,Police
A302811,2021-10-22,14:13,Hyderabad,15.875895,68.778321,Rain,Severe,Motorcycle,Bad Road,0,Citizen
A302812,2021-04-27,13:40,Mumbai,15.322875,70.479538,Storm,Minor,Car,Mechanical Failure,0,Police
A302813,2022-07-13,05:49,Pune,14.424619,75.541389,Clear,Moderate,Bus,Distracted,0,Police
A302814,2025-08-25,04:56,Kolkata,11.359205,77.062309,Clear,Moderate,Motorcycle,Distracted,0,Police
A302815,2022-11-13,01:38,Hyderabad,15.109643,74.336257,Rain,Minor,Bicycle,Mechanical Failure,1,Police
A302816,2021-04-20,19:21,Pune,12.905044,74.765221,Clear,Moderate,Car,Drunk Driving,2,Police
A302817,2024-08-03,14:42,Hyderabad,12.199868,76.508003,Clear,Minor,Bus,Unknown,0,Police
A302818,2021-08-28,13:41,Mumbai,27.286483,74.436543,Clear,Minor,Car,Weather,0,Police
A302819,2025-02-03,04:33,Bengaluru,20.290539,76.494495,Clear,Minor,Car,Speeding,0,Police
A302820,2024-12-21,07:34,Hyderabad,22.066432,74.640513,Clear,Severe,Bus,Weather,0,Police
A302821,2023-08-04,03:49,Surat,20.188558,74.823889,Rain,Moderate,Motorcycle,Unknown,0,Insurance
A302822,2025-06-30,04:36,Hyderabad,9.995342,68.276575,Rain,Minor,Truck,Unknown,0,Hospital
A302823,2024-01-09,05:39,Kolkata,20.989234,74.044855,Clear,Minor,Car,Distracted,0,Police
A302824,2021-02-04,18:37,Delhi,24.869751,71.445139,Fog,Minor,Motorcycle,Mechanical Failure,2,Hospital
A302825,2022-03-26,14:47,Jaipur,22.807737,70.071356,Clear,Minor,Car,Speeding,1,Police
A302826,2023-11-27,05:42,Pune,12.387431,70.837695,Clear,Moderate,Motorcycle,Weather,0,Police
A302827,2025-02-02,12:36,Mumbai,10.336774,71.720133,Rain,Minor,Bicycle,Mechanical Failure,0,Police
A302828,2023-03-26,13:57,Mumbai,15.746742,74.364325,Rain,Severe,Car,Speeding,0,Citizen
A302829,2023-09-08,14:46,Pune,15.424541,68.698585,Clear,Severe,Bus,Mechanical Failure,0,Citizen
A302830,2023-11-09,10:33,Pune,13.623017,76.603757,Clear,Minor,Bus,Mechanical Failure,0,Hospital
A302831,2022-04-14,01:05,Kolkata,24.800697,75.375793,Hazy,Minor,Motorcycle,Bad Road,0,Police
A302832,2024-11-06,11:08,Pune,19.737342,75.033445,Rain,Fatal,Bus,Mechanical Failure,0,Citizen
A302833,2023-08-14,18:38,Chennai,13.830221,68.773844,Storm,Minor,Car,Drunk Driving,2,Police
A302834,2022-05-11,20:54,Mumbai,25.801255,74.072436,Rain,Minor,Bicycle,Drunk Driving,0,Citizen
A302835,2023-06-21,04:53,Delhi,26.421277,75.226919,Clear,Moderate,Car,Distracted,0,Police
A302836,2021-01-02,02:00,Mumbai,20.620124,72.206482,Rain,Minor,Truck,Unknown,0,Police
A302837,2022-02-23,10:36,Jaipur,15.956954,76.372565,Clear,Minor,Bus,Speeding,0,Police
A302838,2021-06-01,14:36,Mumbai,17.400501,76.606377,Rain,Moderate,Car,Distracted,0,Citizen
A302839,2023-10-02,19:43,Pune,8.281972,73.060205,Clear,Minor,Motorcycle,Drunk Driving,0,Police
A302840,2024-12-25,13:13,Kolkata,26.79711,75.354422,Hazy,Moderate,Motorcycle,Distracted,1,Police
A302841,2023-02-25,06:49,Jaipur,28.604533,73.328867,Hazy,Severe,Motorcycle,Mechanical Failure,0,Citizen
A302842,2025-09-14,02:33,Lucknow,12.259993,76.538558,Fog,Minor,Bus,Drunk Driving,0,Insurance
A302843,2022-05-04,08:44,Hyderabad,24.458665,68.66221,Fog,Moderate,Bus,Distracted,1,Police
A302844,2023-11-04,06:33,Pune,19.116407,70.676617,Clear,Severe,Motorcycle,Weather,0,Hospital
A302845,2022-05-11,21:51,Kolkata,10.373958,71.755479,Hazy,Fatal,Car,Weather,0,Police
A302846,2023-06-21,15:04,Hyderabad,11.254427,70.248542,Clear,Minor,Bus,Distracted,0,Citizen
A302847,2022-09-04,19:34,Lucknow,20.798237,72.645052,Clear,Moderate,Car,Speeding,0,Citizen
A302848,2023-05-04,00:26,Delhi,23.635068,76.900835,Clear,Moderate,Motorcycle,Speeding,0,Police
A302849,2023-02-15,09:41,Pune,18.579528,69.525153,Fog,Minor,Bus,Unknown,0,Citizen
A302850,2025-04-08,17:28,Mumbai,27.749195,68.593297,Clear,Moderate,Car,Drunk Driving,0,Citizen
A302851,2024-01-20,07:08,Lucknow,17.773338,69.923436,Clear,Minor,Bicycle,Weather,0,Police
A302852,2021-08-04,15:56,Hyderabad,22.945415,73.794057,Fog,Moderate,Pedestrian,Bad Road,0,Police
A302853,2022-10-15,17:01,Lucknow,25.764306,76.313265,Snow (rare),Minor,Pedestrian,Speeding,0,Insurance
A302854,2023-03-04,22:09,Chennai,28.499541,71.989927,Fog,Minor,Motorcycle,Speeding,0,Citizen
A302855,2025-04-08,01:21,Jaipur,19.665053,76.319145,Rain,Minor,Car,Speeding,0,Police
A302856,2021-07-16,07:17,Hyderabad,16.932071,77.52249,Fog,Minor,Bus,Unknown,0,Police
A302857,2023-05-25,22:54,Delhi,18.824555,73.905446,Clear,Minor,Pedestrian,Drunk Driving,0,Police
A302858,2024-03-26,21:14,,10.567557,75.005277,Rain,Minor,Motorcycle,Unknown,0,Police
A302859,2023-01-04,09:44,Delhi,19.160312,69.133686,Clear,None,Car,Distracted,0,Citizen
A302860,2022-12-22,18:49,Mumbai,14.571312,68.56449,Clear,Minor,Bicycle,Bad Road,1,Police
A302861,2024-09-02,18:25,Hyderabad,14.874538,75.183914,Clear,Moderate,Bus,Weather,0,Police
A302862,2023-09-15,14:33,Hyderabad,20.782261,71.011694,Rain,Minor,Motorcycle,Distracted,3,Police
A302863,2021-07-24,04:33,Delhi,11.166557,74.962335,Fog,Minor,Bus,Distracted,0,Citizen
A302864,2025-05-31,21:40,Jaipur,10.097337,75.643275,Clear,Minor,Motorcycle,Distracted,0,Police
A302865,2025-07-02,01:03,Lucknow,12.999054,69.031308,Hazy,Minor,Car,Distracted,1,Citizen
A302866,2023-06-28,04:29,Pune,9.01289,75.346795,Clear,Minor,Truck,Speeding,0,Hospital
A302867,2022-12-24,22:46,Pune,11.223508,74.072399,Rain,Moderate,Car,Mechanical Failure,1,Police
A302868,2022-04-20,18:01,Chennai,8.43926,74.417269,Clear,Minor,Bus,Bad Road,0,Police
A302869,2022-06-19,02:47,Jaipur,8.094196,72.056189,Clear,Minor,Car,Unknown,1,Police
A302870,2022-09-21,05:38,Hyderabad,26.960974,77.099516,Rain,Minor,Motorcycle,Mechanical Failure,0,Police
A302871,2023-10-06,02:10,Bengaluru,13.086897,69.439085,Rain,Minor,Motorcycle,Drunk Driving,0,Citizen
A302872,2025-02-24,22:27,Mumbai,16.08736,73.14074,Clear,Minor,Bicycle,Bad Road,0,Police
A302873,2024-05-23,22:09,Delhi,19.799154,77.352234,Clear,Minor,Car,Drunk Driving,0,Citizen
A302874,2022-10-22,14:00,Mumbai,8.282603,74.276995,Clear,Minor,Motorcycle,Distracted,0,Citizen
A302875,2022-03-21,10:35,Pune,8.224714,71.244423,Snow (rare),Minor,Motorcycle,Drunk Driving,0,Police
A302876,2021-08-15,17:22,Bengaluru,12.564763,75.28538,Clear,Moderate,Car,Speeding,0,Police
A302877,2023-08-15,20:54,Jaipur,16.687447,77.150046,Hazy,Minor,Car,Speeding,0,Police
A302878,2021-03-14,21:55,,14.964911,74.236233,Clear,Moderate,Motorcycle,Unknown,0,Police
A302879,2023-03-10,04:32,Hyderabad,21.025385,74.328862,Rain,Minor,Truck,Weather,1,Police
A302880,2021-03-20,22:07,Surat,11.507432,70.149643,Storm,Moderate,Car,Unknown,0,Police
A302881,2025-01-12,16:55,Bengaluru,16.177129,73.945593,Rain,Moderate,Truck,Speeding,0,Citizen
A302882,2021-09-06,00:01,Surat,26.842976,71.347786,Rain,Minor,Car,Speeding,0,Insurance
A302883,2022-04-02,05:07,Bengaluru,9.51759,76.685491,Rain,Moderate,Motorcycle,Weather,1,Hospital
A302884,2022-09-07,12:55,Mumbai,12.431561,70.842008,Rain,Severe,Car,Drunk Driving,0,Police
A302885,2023-01-26,20:03,Bengaluru,19.820317,73.139882,Clear,Minor,Car,Weather,0,Citizen
A302886,2024-10-13,04:34,Jaipur,19.838172,75.475738,Rain,Minor,Bus,Bad Road,1,Police
A302887,2025-05-02,10:22,Surat,23.526637,70.438451,Fog,Fatal,Motorcycle,Drunk Driving,1,Hospital
A302888,2023-04-11,03:09,Bengaluru,11.675338,77.412364,Hazy,Minor,Motorcycle,Weather,0,Insurance
A302889,2021-07-20,20:56,Jaipur,25.290865,72.334892,Clear,Minor,Car,Drunk Driving,1,Insurance
A302890,2024-02-16,22:51,Chennai,18.853257,76.501473,Rain,Minor,Motorcycle,Unknown,0,Police
A302891,2021-08-30,09:47,Delhi,26.393409,72.251599,Clear,Moderate,Bus,Drunk Driving,0,Citizen
A302892,2021-04-25,22:51,Bengaluru,9.190023,74.511209,Rain,Moderate,Motorcycle,Drunk Driving,1,Citizen
A302893,2022-02-25,18:32,Jaipur,25.765892,74.219192,Clear,Minor,Car,Bad Road,1,Police
A302894,2023-01-08,22:57,Bengaluru,14.372072,74.235372,Rain,Severe,Motorcycle,Distracted,0,Police
A302895,2024-02-21,07:35,Pune,17.054372,68.60575,Clear,Moderate,Motorcycle,Distracted,0,Police
A302896,2024-06-12,02:45,Lucknow,14.162675,72.939896,Clear,Minor,Motorcycle,Weather,0,Citizen
A302897,2023-09-08,10:29,Kolkata,24.290356,70.761972,Fog,Severe,Motorcycle,Mechanical Failure,0,Citizen
A302898,2023-08-18,21:45,Jaipur,20.250205,70.844202,Rain,Moderate,Truck,Speeding,0,Hospital
A302899,2023-07-04,05:17,Mumbai,26.664295,77.069604,Storm,Fatal,Car,Unknown,0,Hospital
A302900,2021-05-11,01:18,Mumbai,23.264316,71.730667,Clear,Minor,Motorcycle,Unknown,0,Insurance
A302901,2025-06-04,05:34,Mumbai,12.217404,72.865787,Hazy,Moderate,Car,Drunk Driving,0,Police
A302902,2022-03-04,13:19,Lucknow,14.460591,77.21361,Storm,Minor,Motorcycle,Mechanical Failure,0,Citizen
A302903,2023-08-20,02:35,Pune,17.189133,69.952933,Clear,Moderate,Bus,Distracted,0,Police
A302904,2023-07-17,15:13,Delhi,23.878009,77.297526,Rain,Minor,Car,Unknown,1,Citizen
A302905,2024-11-05,12:54,Surat,25.381695,72.892161,Clear,Moderate,Car,Distracted,1,Citizen
A302906,2021-05-21,18:41,Jaipur,9.742632,74.104387,Rain,Minor,Motorcycle,Distracted,0,Police
A302907,2021-12-25,13:05,Kolkata,25.324661,75.342195,Rain,Moderate,Car,Drunk Driving,2,Citizen
A302908,2024-03-25,12:12,,24.647791,74.648219,Snow (rare),Minor,Truck,Weather,0,Insurance
A302909,2024-11-12,13:39,Lucknow,26.109391,69.452976,Rain,Minor,Car,Unknown,0,Police
A302910,2022-02-25,00:20,Chennai,16.789187,70.457914,Rain,Moderate,Car,Drunk Driving,0,Police
A302911,2021-09-09,20:13,Hyderabad,11.942281,71.060011,Clear,Fatal,Bus,Drunk Driving,0,Police
A302912,2024-06-12,01:45,Pune,8.649287,69.995358,Rain,Severe,Car,Drunk Driving,0,Police
A302913,2025-03-14,02:02,Chennai,9.986552,69.3265,Clear,Minor,Bus,Weather,0,Police
A302914,2023-12-21,09:54,Jaipur,28.395977,73.92522,Clear,Minor,Bus,Distracted,0,Police
A302915,2025-03-04,15:10,Lucknow,17.33275,73.375654,Rain,Minor,Truck,Speeding,0,Police
A302916,2023-03-05,07:37,Lucknow,23.286679,77.326909,Rain,Minor,Pedestrian,Distracted,1,Police
A302917,2021-11-08,16:53,Pune,19.167493,72.570272,Rain,Minor,Bus,Distracted,0,Police
A302918,2025-09-12,15:02,Surat,21.589771,69.884477,Clear,Minor,Car,Mechanical Failure,0,Police
A302919,2023-03-10,19:12,Delhi,19.960514,69.214379,Storm,Fatal,Car,Weather,1,Citizen
A302920,2023-11-29,04:45,Surat,16.00762,75.470274,Fog,Minor,Motorcycle,Speeding,1,Police
A302921,2024-03-03,21:10,Mumbai,27.47894,76.998427,Fog,Moderate,Motorcycle,Mechanical Failure,0,Police
A302922,2023-04-02,17:57,Mumbai,28.084523,71.184762,Clear,Minor,Car,Unknown,0,Police
A302923,2022-11-20,04:30,Jaipur,22.976158,68.721663,Rain,Minor,Motorcycle,Unknown,0,Police
A302924,2023-12-31,21:49,Hyderabad,25.890355,77.052721,Rain,Minor,Car,Mechanical Failure,0,Police
A302925,2023-11-27,17:26,Delhi,26.708323,69.276928,Clear,Moderate,Motorcycle,Unknown,1,Hospital
A302926,2025-09-18,00:20,Lucknow,22.753442,72.314064,Clear,Moderate,Motorcycle,Distracted,2,Citizen
A302927,2024-11-06,05:37,Pune,19.990172,75.031566,Clear,Severe,Truck,Bad Road,0,Citizen
A302928,2022-10-22,17:52,Delhi,21.620496,69.72008,Clear,Moderate,Truck,Distracted,0,Police
A302929,2023-05-23,05:48,Kolkata,24.691145,75.09539,Clear,Moderate,Car,Distracted,0,Police
A302930,2025-01-23,11:12,Delhi,13.557405,72.212529,Rain,Minor,Bus,Speeding,0,Police
A302931,2021-07-17,06:43,Hyderabad,23.460203,70.652596,Clear,Minor,Car,Drunk Driving,1,Citizen
A302932,2025-09-23,15:38,Jaipur,13.864301,77.521935,Rain,Moderate,Car,Bad Road,1,Police
A302933,2022-07-28,19:36,Pune,20.909841,68.381841,Rain,Minor,Motorcycle,Mechanical Failure,0,Insurance
A302934,2022-12-11,05:24,Jaipur,23.486521,75.749798,Rain,Minor,Bus,Unknown,0,Police
A302935,2024-05-01,22:41,Pune,23.975825,70.516169,Rain,Severe,Bus,Unknown,0,Citizen
A302936,2023-05-01,11:57,Jaipur,19.393498,68.033934,Clear,Minor,Bus,Mechanical Failure,0,Police
A302937,2021-05-02,01:01,Surat,25.908101,74.393844,Clear,Minor,Bus,Unknown,1,Police
A302938,2023-10-05,14:06,Mumbai,27.748752,74.384002,Fog,Minor,Bus,Speeding,1,Citizen
A302939,2025-06-24,17:10,Hyderabad,11.185556,69.4239,Clear,Minor,Motorcycle,Unknown,0,Police
A302940,2022-04-04,20:39,Bengaluru,10.741722,72.358506,Clear,Minor,Car,Mechanical Failure,2,Police
A302941,2024-01-10,12:48,Delhi,20.638146,76.333698,Clear,Moderate,Car,Unknown,0,Hospital
A302942,2023-05-24,09:10,Chennai,25.537298,73.628928,Rain,Minor,Car,Weather,0,Hospital
A302943,2024-12-08,13:32,Delhi,19.487056,73.726485,Rain,Minor,Bus,Speeding,0,Citizen
A302944,2023-10-17,18:52,Bengaluru,27.179474,74.705861,Fog,Severe,Car,Distracted,0,Citizen
A302945,2024-08-07,04:07,Delhi,23.495634,68.91214,Hazy,Minor,Motorcycle,Drunk Driving,0,Police
A302946,2021-09-01,12:44,Mumbai,25.677564,68.710844,Clear,Severe,Motorcycle,Speeding,1,Citizen
A302947,2024-04-22,12:06,Jaipur,11.005913,77.347831,Clear,Minor,Bicycle,Unknown,0,Police
A302948,2021-12-06,21:42,Pune,13.850487,74.763942,Clear,Moderate,Motorcycle,Distracted,0,Hospital
A302949,2025-09-22,14:00,Chennai,15.698155,69.666084,Storm,Minor,Bicycle,Speeding,0,Hospital
A302950,2024-03-08,16:07,Jaipur,22.049681,71.604508,Rain,Minor,Bus,Speeding,0,Citizen
A302951,2022-08-01,06:52,Delhi,25.559741,69.00302,Clear,Minor,Truck,Drunk Driving,0,Citizen
A302952,2022-12-14,20:42,Surat,16.912671,76.56508,Clear,Fatal,Car,Bad Road,1,Police
A302953,2024-01-14,07:53,Delhi,17.248306,74.99357,Rain,Minor,Bus,Bad Road,1,Police
A302954,2024-12-24,01:15,Kolkata,22.171133,70.085515,Clear,Minor,Bus,Drunk Driving,0,Police
A302955,2022-04-03,19:05,Delhi,10.544517,69.98859,Fog,Minor,Motorcycle,Weather,0,Police
A302956,2025-07-30,08:46,Pune,19.536782,75.12161,Fog,Minor,Bus,Distracted,1,Police
A302957,2021-01-09,22:22,Surat,13.611326,72.257156,Rain,Minor,Motorcycle,Speeding,0,Police
A302958,2023-04-27,02:40,Lucknow,23.794379,70.459894,Fog,Minor,Bicycle,Unknown,0,Police
A302959,2021-10-26,12:24,Bengaluru,25.053707,70.967632,Clear,Moderate,Truck,Bad Road,2,Police
A302960,2021-10-04,03:22,Kolkata,9.156089,76.631327,Storm,Moderate,Car,Bad Road,0,Police
A302961,2025-09-29,21:04,Hyderabad,17.311749,73.142885,Rain,Severe,Bicycle,Unknown,0,Insurance
A302962,2022-03-14,09:49,Lucknow,25.81404,75.920058,Clear,Severe,Truck,Mechanical Failure,0,Police
A302963,2022-06-13,17:31,Pune,17.28593,72.347592,Clear,Minor,Car,Mechanical Failure,0,Police
A302964,2024-12-05,18:29,Mumbai,17.496189,77.083042,Rain,Moderate,Car,Weather,0,Police
A302965,2023-11-11,22:40,Mumbai,9.070266,72.778248,Rain,Minor,Motorcycle,Bad Road,0,Police
A302966,2021-03-11,14:28,Kolkata,20.861807,75.477488,Fog,Minor,Car,Drunk Driving,0,Police
A302967,2021-12-29,20:12,Kolkata,13.434549,72.3209,Clear,Fatal,Motorcycle,Bad Road,0,Hospital
A302968,2023-08-08,03:52,Hyderabad,13.595407,71.636588,Fog,Minor,Motorcycle,Drunk Driving,0,Police
A302969,2023-04-29,19:24,Pune,13.739242,75.735568,Rain,Minor,Truck,Speeding,0,Hospital
A302970,2024-08-31,07:53,Hyderabad,20.022729,75.592641,Clear,Minor,Bicycle,Mechanical Failure,0,Police
A302971,2021-06-13,10:10,Pune,22.543316,71.091218,Clear,Moderate,Pedestrian,Unknown,0,Hospital
A302972,2021-03-15,22:09,Mumbai,18.280709,75.513312,Clear,Minor,Motorcycle,Distracted,0,Hospital
A302973,2021-08-20,11:50,Chennai,10.033138,73.714537,Clear,Moderate,Motorcycle,Weather,0,Citizen
A302974,2023-09-15,02:54,Lucknow,10.331447,69.73497,Clear,Minor,Pedestrian,Unknown,0,Citizen
A302975,2023-07-05,02:37,Jaipur,18.945454,74.912979,Clear,Minor,Car,Bad Road,0,Police
A302976,2021-01-02,16:52,Kolkata,25.916811,69.342391,Clear,Minor,Car,Weather,1,Police
A302977,2021-08-14,15:53,Pune,21.700328,76.821463,Rain,Minor,Bus,Unknown,0,Police
A302978,2024-12-31,15:41,Hyderabad,21.018514,72.322989,Clear,Moderate,Car,Weather,0,Hospital
A302979,2023-03-23,00:50,Mumbai,12.695043,73.760416,Fog,Moderate,Motorcycle,Weather,0,Citizen
A302980,2022-10-06,09:47,Hyderabad,23.667756,69.144068,Clear,Minor,Truck,Unknown,0,Citizen
A302981,2024-11-27,19:07,Jaipur,23.218546,69.057491,Clear,Minor,Bus,Mechanical Failure,1,Police
A302982,2024-08-22,07:17,Kolkata,17.242801,75.314003,Clear,Minor,Motorcycle,Bad Road,0,Citizen
A302983,2022-04-06,13:11,Jaipur,20.682088,77.501683,Clear,Fatal,Bicycle,Speeding,0,Police
A302984,2024-06-19,03:42,Bengaluru,25.765014,77.0164,Snow (rare),Severe,Motorcycle,Distracted,1,Hospital
A302985,2023-05-28,11:40,Hyderabad,23.2312,74.341076,Rain,Minor,Car,Mechanical Failure,0,Police
A302986,2024-11-17,17:26,Lucknow,18.958623,73.299313,Rain,Minor,Pedestrian,Speeding,0,Hospital
A302987,2024-12-09,19:19,Surat,25.352744,71.70745,Clear,Minor,Motorcycle,Drunk Driving,0,Police
A302988,2021-05-18,18:44,Chennai,24.628432,74.724468,Fog,Moderate,Pedestrian,Speeding,0,Police
A302989,2021-01-13,05:05,Delhi,24.075294,70.116129,Fog,Minor,Motorcycle,Unknown,0,Citizen
A302990,2022-04-26,20:01,Hyderabad,19.663246,74.3339,Hazy,Minor,Bus,Mechanical Failure,0,Police
A302991,2023-04-18,02:39,Delhi,25.582048,74.003519,Rain,Minor,Motorcycle,Weather,0,Citizen
A302992,2025-05-02,20:00,Kolkata,22.112158,69.659655,Hazy,Minor,Car,Weather,0,Hospital
A302993,2021-08-28,06:15,Delhi,24.149921,75.095629,Fog,Minor,Motorcycle,Weather,0,Police
A302994,2024-08-14,07:22,Lucknow,24.926639,73.914555,Rain,Moderate,Car,Bad Road,0,Citizen
A302995,2024-07-02,05:06,Mumbai,28.575503,72.099776,Clear,Minor,Motorcycle,Speeding,0,Police
A302996,2023-04-20,22:27,Jaipur,9.559258,76.094435,Fog,Minor,Car,Speeding,1,Police
A302997,2024-02-28,18:18,Kolkata,19.348415,70.019468,Clear,Fatal,Car,Unknown,1,Police
A302998,2024-10-01,02:50,Delhi,28.175104,69.684551,Fog,Minor,Motorcycle,Bad Road,1,Police
A302999,2023-03-21,11:37,Pune,27.420014,69.416266,Clear,Minor,Bus,Speeding,0,Police
A303000,2024-01-21,17:52,Surat,25.816942,77.191952,Rain,Minor,Bus,Speeding,1,Police
A303001,2025-05-16,18:25,Pune,8.828271,72.326643,Clear,Severe,Truck,Mechanical Failure,1,Insurance
A303002,2022-12-13,14:47,Kolkata,9.745159,75.432822,Storm,Severe,Motorcycle,Speeding,0,Hospital
A303003,2024-09-01,06:09,Lucknow,10.675295,70.230681,Rain,Moderate,Bus,Distracted,0,Insurance
A303004,2021-03-29,05:40,Mumbai,23.990981,70.334923,Rain,Minor,Car,Drunk Driving,0,Police
A303005,2021-06-23,09:04,Jaipur,21.237197,74.728137,Clear,Minor,Truck,Speeding,0,Citizen
A303006,2024-05-16,18:43,Delhi,25.54033,68.578165,Rain,Moderate,Truck,Unknown,0,Citizen
A303007,2021-11-17,00:01,Bengaluru,21.473882,76.410751,Rain,Minor,Motorcycle,Mechanical Failure,0,Citizen
A303008,2024-03-07,03:25,Lucknow,26.664441,68.292495,Clear,Fatal,Car,Bad Road,1,Police
A303009,2022-07-08,06:08,Bengaluru,26.551215,73.85533,Clear,Minor,Bus,Unknown,0,Police
A303010,2025-08-15,12:56,Jaipur,10.465929,76.25378,Fog,Moderate,Bicycle,Unknown,0,Police
A303011,2021-10-04,02:47,Hyderabad,8.474371,76.515768,Rain,Severe,Car,Speeding,0,Police
A303012,2024-07-10,02:13,Pune,17.423144,72.523669,Fog,Minor,Car,Unknown,1,Hospital
A303013,2025-08-05,07:24,Bengaluru,28.40203,74.92378,Clear,Moderate,Bus,Bad Road,1,Police
A303014,2021-08-14,16:10,Lucknow,12.880646,68.712771,Clear,Moderate,Car,Bad Road,0,Police
A303015,2024-10-03,12:38,Mumbai,22.294027,69.680034,Clear,Moderate,Bicycle,Distracted,0,Police
A303016,2022-12-04,12:07,Lucknow,8.608274,76.860961,Fog,Minor,Car,Mechanical Failure,1,Citizen
A303017,2024-05-08,21:57,Chennai,16.872508,76.042133,Clear,Minor,Car,Unknown,1,Police
A303018,2023-04-06,07:00,Chennai,24.28785,75.22522,Hazy,Moderate,Bus,Drunk Driving,0,Police
A303019,2023-05-04,05:25,Jaipur,16.638975,77.329326,Rain,Minor,Bicycle,Unknown,0,Police
A303020,2021-12-20,14:28,Mumbai,13.665935,77.401662,Clear,Minor,Motorcycle,Speeding,0,Police
A303021,2022-02-10,11:56,Bengaluru,19.728603,69.776748,Hazy,Moderate,Motorcycle,Drunk Driving,1,Police
A303022,2025-07-12,05:04,Bengaluru,10.434975,69.334047,Rain,Minor,Bus,Distracted,0,Police
A303023,2021-10-10,19:18,Mumbai,15.674287,71.293628,Clear,Minor,Bus,Weather,0,Insurance
A303024,2021-09-14,21:35,Chennai,28.662272,75.821342,Rain,Severe,Motorcycle,Distracted,0,Police
A303025,2024-08-25,11:27,Delhi,24.104605,73.641715,Rain,Moderate,Bicycle,Bad Road,0,Police
A303026,2024-07-21,20:30,Mumbai,8.285378,68.215212,Rain,Severe,Car,Bad Road,0,Police
A303027,2022-05-21,04:49,Jaipur,16.511207,73.054751,Clear,Minor,Car,Speeding,0,Police
A303028,2023-09-17,06:10,Mumbai,14.483551,69.035623,Rain,Fatal,Bus,Drunk Driving,0,Police
A303029,2022-07-13,07:26,Surat,11.854961,77.282686,Storm,Moderate,Motorcycle,Unknown,0,Police
A303030,2025-03-05,12:54,Hyderabad,21.103448,71.582223,Clear,Severe,Car,Bad Road,0,Police
A303031,2024-08-30,17:52,Chennai,28.347924,70.993844,Hazy,Minor,Bicycle,Unknown,0,Citizen
